Date	Open	High	Low	Close	Volume
Saturday, February 26, 2011 12:00:00 AM UTC	63.8	63.8	63.8	63.8	0
Sunday, February 27, 2011 12:00:00 AM UTC	63.8	63.8	63.8	63.8	0
Monday, February 28, 2011 12:00:00 AM UTC	63.8	63.8	63.8	63.8	0
Tuesday, March 1, 2011 12:00:00 AM UTC	63.5	63.5	63.5	63.5	1
Wednesday, March 2, 2011 12:00:00 AM UTC	63.6	63.6	63.5	63.6	13
Thursday, March 3, 2011 12:00:00 AM UTC	64.0	64.0	64.0	64.0	12
Friday, March 4, 2011 12:00:00 AM UTC	64.0	64.0	64.0	64.0	0
Saturday, March 5, 2011 12:00:00 AM UTC	61.1	61.1	61.1	61.1	5
Sunday, March 6, 2011 12:00:00 AM UTC	61.1	61.1	61.1	61.1	26
Monday, March 7, 2011 12:00:00 AM UTC	61.1	61.1	61.1	61.1	69
Tuesday, March 8, 2011 12:00:00 AM UTC	61.1	61.1	61.1	61.1	0
Wednesday, March 9, 2011 12:00:00 AM UTC	63.9	63.9	62.8	62.8	12
Thursday, March 10, 2011 12:00:00 AM UTC	62.7	62.8	62.7	62.7	22
Friday, March 11, 2011 12:00:00 AM UTC	60.8	60.8	60.8	60.8	5
Saturday, March 12, 2011 12:00:00 AM UTC	61.5	62.0	61.4	62.0	31
Sunday, March 13, 2011 12:00:00 AM UTC	62.0	62.0	62.0	62.0	0
Monday, March 14, 2011 12:00:00 AM UTC	62.0	62.0	62.0	62.0	0
Tuesday, March 15, 2011 12:00:00 AM UTC	61.3	61.7	61.1	61.7	41
Wednesday, March 16, 2011 12:00:00 AM UTC	61.7	62.0	61.7	62.0	111
Thursday, March 17, 2011 12:00:00 AM UTC	62.9	63.0	62.9	63.0	47
Friday, March 18, 2011 12:00:00 AM UTC	63.0	63.0	63.0	63.0	0
Saturday, March 19, 2011 12:00:00 AM UTC	63.0	63.0	63.0	63.0	0
Sunday, March 20, 2011 12:00:00 AM UTC	63.0	63.0	63.0	63.0	0
Monday, March 21, 2011 12:00:00 AM UTC	61.1	61.1	61.1	61.1	1
Tuesday, March 22, 2011 12:00:00 AM UTC	61.1	61.1	61.1	61.1	0
Wednesday, March 23, 2011 12:00:00 AM UTC	61.0	61.2	61.0	61.0	53
Thursday, March 24, 2011 12:00:00 AM UTC	61.0	61.0	61.0	61.0	47
Friday, March 25, 2011 12:00:00 AM UTC	61.0	61.0	61.0	61.0	0
Saturday, March 26, 2011 12:00:00 AM UTC	60.8	60.9	60.8	60.8	10
Sunday, March 27, 2011 12:00:00 AM UTC	60.8	60.8	60.8	60.8	0
Monday, March 28, 2011 12:00:00 AM UTC	60.8	60.8	60.8	60.8	0
Tuesday, March 29, 2011 12:00:00 AM UTC	63.0	64.9	61.9	63.0	170
Wednesday, March 30, 2011 12:00:00 AM UTC	64.0	64.0	63.9	64.0	26
Thursday, March 31, 2011 12:00:00 AM UTC	64.0	64.0	64.0	64.0	0
Friday, April 1, 2011 12:00:00 AM UTC	63.1	63.1	60.8	60.8	149
Saturday, April 2, 2011 12:00:00 AM UTC	60.8	60.8	60.8	60.8	0
Sunday, April 3, 2011 12:00:00 AM UTC	59.9	59.9	59.5	59.5	115
Monday, April 4, 2011 12:00:00 AM UTC	59.4	59.4	59.4	59.4	5
Tuesday, April 5, 2011 12:00:00 AM UTC	59.1	59.9	59.0	59.9	162
Wednesday, April 6, 2011 12:00:00 AM UTC	59.04	59.8	59.0	59.8	90
Thursday, April 7, 2011 12:00:00 AM UTC	59.1	59.6	59.1	59.1	100
Friday, April 8, 2011 12:00:00 AM UTC	59.1	59.1	59.1	59.1	0
Saturday, April 9, 2011 12:00:00 AM UTC	59.1	59.1	59.1	59.1	0
Sunday, April 10, 2011 12:00:00 AM UTC	59.4	59.4	59.4	59.4	10
Monday, April 11, 2011 12:00:00 AM UTC	59.5	59.5	59.5	59.5	50
Tuesday, April 12, 2011 12:00:00 AM UTC	59.5	59.5	59.5	59.5	0
Wednesday, April 13, 2011 12:00:00 AM UTC	59.9	59.9	59.9	59.9	2
Thursday, April 14, 2011 12:00:00 AM UTC	60.0	60.0	59.2	59.2	104
Friday, April 15, 2011 12:00:00 AM UTC	59.0	59.6	59.0	59.6	7
Saturday, April 16, 2011 12:00:00 AM UTC	59.1	59.9	59.1	59.9	695
Sunday, April 17, 2011 12:00:00 AM UTC	59.3	59.3	59.0	59.0	16
Monday, April 18, 2011 12:00:00 AM UTC	59.1	59.1	59.1	59.1	59
Tuesday, April 19, 2011 12:00:00 AM UTC	59.7	59.7	58.9	58.9	31
Wednesday, April 20, 2011 12:00:00 AM UTC	59.0	59.0	59.0	59.0	3
Thursday, April 21, 2011 12:00:00 AM UTC	59.0	59.0	59.0	59.0	36
Friday, April 22, 2011 12:00:00 AM UTC	59.0	59.0	58.6	58.6	11
Saturday, April 23, 2011 12:00:00 AM UTC	58.3	58.3	58.3	58.3	9
Sunday, April 24, 2011 12:00:00 AM UTC	58.2	58.3	58.2	58.2	62
Monday, April 25, 2011 12:00:00 AM UTC	58.2	59.9	58.2	59.0	371
Tuesday, April 26, 2011 12:00:00 AM UTC	58.5	59.4	58.5	59.0	225
Wednesday, April 27, 2011 12:00:00 AM UTC	59.7	59.7	58.9	58.9	35
Thursday, April 28, 2011 12:00:00 AM UTC	59.5	59.5	59.5	59.5	50
Friday, April 29, 2011 12:00:00 AM UTC	59.7	59.7	59.7	59.7	50
Saturday, April 30, 2011 12:00:00 AM UTC	59.0	59.0	58.9	58.9	20
Sunday, May 1, 2011 12:00:00 AM UTC	58.9	59.4	58.9	59.4	35
Monday, May 2, 2011 12:00:00 AM UTC	59.5	69.9	58.9	69.9	1737
Tuesday, May 3, 2011 12:00:00 AM UTC	64.0	65.5	60.0	62.4	742
Wednesday, May 4, 2011 12:00:00 AM UTC	60.0	62.5	60.0	61.9	169
Thursday, May 5, 2011 12:00:00 AM UTC	61.8	61.9	60.5	60.5	15
Friday, May 6, 2011 12:00:00 AM UTC	60.9	62.0	60.9	62.0	64
Saturday, May 7, 2011 12:00:00 AM UTC	60.5	60.9	60.1	60.1	141
Sunday, May 8, 2011 12:00:00 AM UTC	60.1	60.1	60.0	60.0	191
Monday, May 9, 2011 12:00:00 AM UTC	59.9	59.9	59.9	59.9	1
Tuesday, May 10, 2011 12:00:00 AM UTC	59.7	60.0	58.9	58.9	68
Wednesday, May 11, 2011 12:00:00 AM UTC	59.8	60.6	58.2	58.2	193
Thursday, May 12, 2011 12:00:00 AM UTC	58.5	59.4	58.5	58.5	307
Friday, May 13, 2011 12:00:00 AM UTC	58.7	59.1	58.7	59.1	3
Saturday, May 14, 2011 12:00:00 AM UTC	59.0	59.3	58.6	58.6	159
Sunday, May 15, 2011 12:00:00 AM UTC	59.2	59.4	58.6	58.9	54
Monday, May 16, 2011 12:00:00 AM UTC	58.9	60.0	58.6	59.9	225
Wednesday, May 18, 2011 12:00:00 AM UTC	60.1	60.7	58.7	58.7	112
Thursday, May 19, 2011 12:00:00 AM UTC	58.7	60.1	58.7	59.4	106
Friday, May 20, 2011 12:00:00 AM UTC	59.9	60.4	59.8	60.3	108
Saturday, May 21, 2011 12:00:00 AM UTC	60.4	60.5	60.1	60.1	119
Sunday, May 22, 2011 12:00:00 AM UTC	60.1	60.5	60.1	60.5	140
Monday, May 23, 2011 12:00:00 AM UTC	60.5	61.9	59.9	60.3	657
Tuesday, May 24, 2011 12:00:00 AM UTC	62.6	62.6	61.1	61.1	67
Wednesday, May 25, 2011 12:00:00 AM UTC	61.9	63.0	61.2	62.1	269
Thursday, May 26, 2011 12:00:00 AM UTC	62.0	62.5	61.0	61.0	262
Friday, May 27, 2011 12:00:00 AM UTC	60.0	62.3	59.9	60.6	763
Saturday, May 28, 2011 12:00:00 AM UTC	60.8	61.9	60.8	60.9	132
Sunday, May 29, 2011 12:00:00 AM UTC	61.9	61.9	60.8	60.9	22
Monday, May 30, 2011 12:00:00 AM UTC	61.8	61.8	61.2	61.5	21
Tuesday, May 31, 2011 12:00:00 AM UTC	62.0	62.4	61.5	62.4	203
Wednesday, June 1, 2011 12:00:00 AM UTC	62.4	62.4	61.3	61.3	173
Thursday, June 2, 2011 12:00:00 AM UTC	61.8	62.1	60.2	61.6	345
Friday, June 3, 2011 12:00:00 AM UTC	61.0	62.1	61.0	62.0	421
Saturday, June 4, 2011 12:00:00 AM UTC	61.0	61.3	60.8	61.0	150
Sunday, June 5, 2011 12:00:00 AM UTC	61.0	61.3	60.3	61.3	77
Monday, June 6, 2011 12:00:00 AM UTC	61.0	61.3	60.8	61.3	100
Tuesday, June 7, 2011 12:00:00 AM UTC	61.3	61.4	61.0	61.4	86
Wednesday, June 8, 2011 12:00:00 AM UTC	61.0	61.0	60.1	60.5	336
Thursday, June 9, 2011 12:00:00 AM UTC	60.9	60.9	60.5	60.9	560
Friday, June 10, 2011 12:00:00 AM UTC	60.9	61.3	60.9	61.3	12
Saturday, June 11, 2011 12:00:00 AM UTC	61.2	61.3	61.2	61.3	25
Sunday, June 12, 2011 12:00:00 AM UTC	61.3	61.4	61.3	61.3	52
Monday, June 13, 2011 12:00:00 AM UTC	61.2	61.3	60.9	60.9	45
Tuesday, June 14, 2011 12:00:00 AM UTC	61.0	61.1	60.9	61.0	154
Wednesday, June 15, 2011 12:00:00 AM UTC	60.9	61.3	60.5	60.9	132
Thursday, June 16, 2011 12:00:00 AM UTC	61.0	61.4	60.6	60.6	181
Friday, June 17, 2011 12:00:00 AM UTC	60.6	60.7	59.9	60.3	525
Saturday, June 18, 2011 12:00:00 AM UTC	60.4	60.4	60.1	60.3	86
Sunday, June 19, 2011 12:00:00 AM UTC	60.1	60.2	60.0	60.2	26
Monday, June 20, 2011 12:00:00 AM UTC	60.2	60.2	60.0	60.1	19
Tuesday, June 21, 2011 12:00:00 AM UTC	59.2	60.3	59.2	60.2	254
Wednesday, June 22, 2011 12:00:00 AM UTC	60.2	60.2	59.1	59.9	99
Thursday, June 23, 2011 12:00:00 AM UTC	59.8	59.8	58.1	58.2	620
Friday, June 24, 2011 12:00:00 AM UTC	58.3	58.4	57.7	57.7	3
Saturday, June 25, 2011 12:00:00 AM UTC	58.0	58.4	57.7	58.2	55
Sunday, June 26, 2011 12:00:00 AM UTC	57.8	58.0	57.6	57.6	118
Monday, June 27, 2011 12:00:00 AM UTC	57.5	57.6	55.9	56.0	236
Tuesday, June 28, 2011 12:00:00 AM UTC	56.4	57.0	56.4	57.0	37
Wednesday, June 29, 2011 12:00:00 AM UTC	56.5	57.0	56.2	57.0	125
Thursday, June 30, 2011 12:00:00 AM UTC	56.9	57.5	56.8	57.4	109
Friday, July 1, 2011 12:00:00 AM UTC	57.0	57.4	56.9	56.9	263
Saturday, July 2, 2011 12:00:00 AM UTC	57.3	57.4	56.9	57.0	82
Sunday, July 3, 2011 12:00:00 AM UTC	57.0	57.5	56.9	56.9	71
Monday, July 4, 2011 12:00:00 AM UTC	57.4	58.0	57.4	58.0	76
Tuesday, July 5, 2011 12:00:00 AM UTC	58.0	58.0	57.9	57.9	50
Wednesday, July 6, 2011 12:00:00 AM UTC	57.4	58.0	57.4	58.0	21
Thursday, July 7, 2011 12:00:00 AM UTC	58.0	58.0	57.4	57.4	22
Friday, July 8, 2011 12:00:00 AM UTC	57.9	58.5	57.9	58.5	93
Saturday, July 9, 2011 12:00:00 AM UTC	58.4	58.5	57.9	58.5	22
Sunday, July 10, 2011 12:00:00 AM UTC	57.9	58.0	57.9	57.9	11
Monday, July 11, 2011 12:00:00 AM UTC	57.9	57.9	57.9	57.9	2
Tuesday, July 12, 2011 12:00:00 AM UTC	58.0	58.3	57.0	58.3	108
Wednesday, July 13, 2011 12:00:00 AM UTC	58.1	58.5	58.1	58.5	4
Thursday, July 14, 2011 12:00:00 AM UTC	58.4	58.4	57.4	58.0	76
Friday, July 15, 2011 12:00:00 AM UTC	58.0	58.0	57.4	57.4	152
Saturday, July 16, 2011 12:00:00 AM UTC	56.7	57.4	56.7	57.4	108
Sunday, July 17, 2011 12:00:00 AM UTC	57.3	57.4	56.9	56.9	134
Monday, July 18, 2011 12:00:00 AM UTC	57.0	57.0	56.6	56.6	156
Tuesday, July 19, 2011 12:00:00 AM UTC	56.6	57.0	56.6	57.0	29
Wednesday, July 20, 2011 12:00:00 AM UTC	56.9	57.0	56.9	57.0	49
Thursday, July 21, 2011 12:00:00 AM UTC	57.0	57.2	55.0	56.4	383
Friday, July 22, 2011 12:00:00 AM UTC	56.4	57.4	55.9	56.2	365
Saturday, July 23, 2011 12:00:00 AM UTC	56.1	56.5	55.1	55.6	155
Sunday, July 24, 2011 12:00:00 AM UTC	56.0	56.0	55.9	56.0	160
Monday, July 25, 2011 12:00:00 AM UTC	56.5	56.5	56.3	56.3	75
Tuesday, July 26, 2011 12:00:00 AM UTC	56.5	57.0	56.5	56.8	51
Wednesday, July 27, 2011 12:00:00 AM UTC	55.0	56.8	55.0	56.0	231
Thursday, July 28, 2011 12:00:00 AM UTC	56.8	57.0	55.4	56.0	135
Friday, July 29, 2011 12:00:00 AM UTC	56.0	57.7	56.0	56.7	228
Saturday, July 30, 2011 12:00:00 AM UTC	56.1	56.4	56.0	56.0	95
Sunday, July 31, 2011 12:00:00 AM UTC	55.9	56.0	55.0	55.0	189
Monday, August 1, 2011 12:00:00 AM UTC	56.0	56.8	55.6	55.6	148
Tuesday, August 2, 2011 12:00:00 AM UTC	55.6	56.6	55.6	56.0	25
Wednesday, August 3, 2011 12:00:00 AM UTC	56.0	56.6	55.9	56.1	121
Thursday, August 4, 2011 12:00:00 AM UTC	55.9	56.1	55.4	55.4	130
Friday, August 5, 2011 12:00:00 AM UTC	55.6	55.6	54.0	54.0	212
Sunday, August 7, 2011 12:00:00 AM UTC	52.2	53.7	52.2	52.7	68
Monday, August 8, 2011 12:00:00 AM UTC	52.8	53.3	52.2	52.6	75
Tuesday, August 9, 2011 12:00:00 AM UTC	52.4	52.4	50.1	50.6	461
Wednesday, August 10, 2011 12:00:00 AM UTC	50.6	50.8	50.0	50.2	68
Thursday, August 11, 2011 12:00:00 AM UTC	50.6	50.6	50.2	50.6	31
Friday, August 12, 2011 12:00:00 AM UTC	50.3	50.7	49.7	50.2	210
Saturday, August 13, 2011 12:00:00 AM UTC	50.2	50.2	49.1	49.9	279
Sunday, August 14, 2011 12:00:00 AM UTC	49.8	49.9	49.0	49.5	168
Monday, August 15, 2011 12:00:00 AM UTC	49.7	50.5	49.5	50.5	440
Tuesday, August 16, 2011 12:00:00 AM UTC	50.5	52.2	50.4	52.0	329
Wednesday, August 17, 2011 12:00:00 AM UTC	52.1	52.2	51.5	51.5	163
Thursday, August 18, 2011 12:00:00 AM UTC	51.4	52.0	50.5	51.4	638
Friday, August 19, 2011 12:00:00 AM UTC	51.4	51.6	50.8	50.8	280
Saturday, August 20, 2011 12:00:00 AM UTC	51.2	51.4	48.5	48.5	351
Sunday, August 21, 2011 12:00:00 AM UTC	49.9	49.9	48.1	48.5	69
Monday, August 22, 2011 12:00:00 AM UTC	48.5	49.9	48.5	49.4	136
Tuesday, August 23, 2011 12:00:00 AM UTC	49.4	51.0	49.4	51.0	277
Wednesday, August 24, 2011 12:00:00 AM UTC	51.0	51.0	49.5	50.4	284
Thursday, August 25, 2011 12:00:00 AM UTC	51.0	51.5	50.4	50.4	127
Friday, August 26, 2011 12:00:00 AM UTC	50.4	51.9	50.2	51.0	152
Saturday, August 27, 2011 12:00:00 AM UTC	51.0	52.0	50.9	51.8	171
Sunday, August 28, 2011 12:00:00 AM UTC	50.9	51.5	50.8	50.9	41
Monday, August 29, 2011 12:00:00 AM UTC	51.0	51.0	50.6	51.0	117
Tuesday, August 30, 2011 12:00:00 AM UTC	51.1	52.0	51.0	51.4	372
Wednesday, August 31, 2011 12:00:00 AM UTC	52.0	52.2	51.0	51.4	78
Thursday, September 1, 2011 12:00:00 AM UTC	51.7	51.7	50.9	51.0	29
Friday, September 2, 2011 12:00:00 AM UTC	50.9	51.0	49.4	49.9	355
Saturday, September 3, 2011 12:00:00 AM UTC	50.0	50.5	48.6	50.3	412
Sunday, September 4, 2011 12:00:00 AM UTC	49.8	49.8	49.5	49.6	27
Monday, September 5, 2011 12:00:00 AM UTC	49.5	49.5	48.9	48.9	65
Tuesday, September 6, 2011 12:00:00 AM UTC	49.3	49.5	49.2	49.2	80
Wednesday, September 7, 2011 12:00:00 AM UTC	49.2	49.6	49.1	49.5	80
Thursday, September 8, 2011 12:00:00 AM UTC	49.6	51.0	49.5	50.6	356
Friday, September 9, 2011 12:00:00 AM UTC	50.7	50.8	49.6	49.6	196
Saturday, September 10, 2011 12:00:00 AM UTC	49.5	50.0	49.0	50.0	251
Sunday, September 11, 2011 12:00:00 AM UTC	50.08	50.4	49.8	50.0	388
Monday, September 12, 2011 12:00:00 AM UTC	50.0	50.0	49.8	49.8	256
Tuesday, September 13, 2011 12:00:00 AM UTC	50.0	50.5	49.8	50.1	250
Wednesday, September 14, 2011 12:00:00 AM UTC	50.0	50.4	49.4	49.8	327
Thursday, September 15, 2011 12:00:00 AM UTC	49.8	50.3	47.5	50.1	1160
Friday, September 16, 2011 12:00:00 AM UTC	49.9	51.9	49.4	50.9	1111
Saturday, September 17, 2011 12:00:00 AM UTC	50.1	51.6	49.8	50.0	869
Sunday, September 18, 2011 12:00:00 AM UTC	49.9	50.0	49.9	50.0	222
Monday, September 19, 2011 12:00:00 AM UTC	50.1	50.1	49.8	50.0	209
Tuesday, September 20, 2011 12:00:00 AM UTC	50.1	50.1	49.6	49.7	261
Wednesday, September 21, 2011 12:00:00 AM UTC	49.6	50.0	48.7	49.6	296
Thursday, September 22, 2011 12:00:00 AM UTC	49.6	49.8	49.0	49.0	417
Friday, September 23, 2011 12:00:00 AM UTC	49.1	49.5	48.1	48.6	381
Saturday, September 24, 2011 12:00:00 AM UTC	48.5	48.6	45.9	47.6	307
Sunday, September 25, 2011 12:00:00 AM UTC	47.3	48.6	47.3	48.6	46
Monday, September 26, 2011 12:00:00 AM UTC	48.4	48.5	48.0	48.5	40
Tuesday, September 27, 2011 12:00:00 AM UTC	48.5	48.7	47.2	47.5	257
Wednesday, September 28, 2011 12:00:00 AM UTC	47.9	47.9	47.4	47.4	159
Thursday, September 29, 2011 12:00:00 AM UTC	47.5	47.5	47.3	47.3	184
Friday, September 30, 2011 12:00:00 AM UTC	47.4	47.9	46.5	46.5	371
Saturday, October 1, 2011 12:00:00 AM UTC	47.0	50.6	47.0	47.9	1188
Sunday, October 2, 2011 12:00:00 AM UTC	48.0	48.0	47.6	47.6	51
Monday, October 3, 2011 12:00:00 AM UTC	47.4	47.5	46.9	47.4	30
Tuesday, October 4, 2011 12:00:00 AM UTC	47.4	47.5	46.5	46.5	135
Wednesday, October 5, 2011 12:00:00 AM UTC	46.5	49.6	45.1	47.0	1425
Thursday, October 6, 2011 12:00:00 AM UTC	46.6	48.0	46.5	47.0	593
Friday, October 7, 2011 12:00:00 AM UTC	48.0	48.8	45.9	48.0	1185
Saturday, October 8, 2011 12:00:00 AM UTC	47.5	48.0	47.1	47.2	172
Sunday, October 9, 2011 12:00:00 AM UTC	47.2	48.0	46.9	47.6	287
Monday, October 10, 2011 12:00:00 AM UTC	48.0	48.0	47.0	47.5	213
Tuesday, October 11, 2011 12:00:00 AM UTC	47.5	48.9	47.4	48.9	457
Wednesday, October 12, 2011 12:00:00 AM UTC	48.6	48.6	47.0	47.0	658
Thursday, October 13, 2011 12:00:00 AM UTC	46.1	48.5	46.1	47.7	557
Friday, October 14, 2011 12:00:00 AM UTC	48.0	48.7	47.1	48.5	608
Saturday, October 15, 2011 12:00:00 AM UTC	47.3	47.7	46.1	47.7	257
Sunday, October 16, 2011 12:00:00 AM UTC	47.2	47.8	46.5	46.5	333
Monday, October 17, 2011 12:00:00 AM UTC	47.4	47.4	46.9	47.3	28
Tuesday, October 18, 2011 12:00:00 AM UTC	47.3	48.2	47.0	47.9	269
Wednesday, October 19, 2011 12:00:00 AM UTC	47.9	50.0	47.9	48.4	2280
Thursday, October 20, 2011 12:00:00 AM UTC	48.7	48.7	48.2	48.5	46
Friday, October 21, 2011 12:00:00 AM UTC	48.5	49.5	48.4	49.1	160
Saturday, October 22, 2011 12:00:00 AM UTC	49.1	49.2	48.4	49.0	151
Sunday, October 23, 2011 12:00:00 AM UTC	49.0	49.0	48.6	48.6	135
Monday, October 24, 2011 12:00:00 AM UTC	49.0	49.1	48.7	49.1	74
Tuesday, October 25, 2011 12:00:00 AM UTC	49.2	49.2	48.8	48.8	49
Wednesday, October 26, 2011 12:00:00 AM UTC	48.8	48.9	48.3	48.7	283
Thursday, October 27, 2011 12:00:00 AM UTC	48.8	49.2	48.5	48.6	218
